INFO;SymPer;Pip/Y;Trd/Y;RF=MaxPrf/Y/DD;PF;DD/LastDD;iDD;MO/Spred;SD;MO/SD;iRF=MaxPrf/iDD;W/L*W%;  = ;RISK=PF*RF;Magic;FltLen;PicCnt;Target;Power;Days;Rev;LevTyp;fGlb;iFlt;iPic;A;a;Ak;PicVal;iSignal;iParam;D;Stp;Prf;oImp;oFlt;oGlb;oPic;Trl;Wknd;tk;T0;T1;tp; ;start;03.01.2022;04.01.2022;05.01.2022;06.01.2022;07.01.2022;10.01.2022;11.01.2022;12.01.2022;13.01.2022;14.01.2022;17.01.2022;18.01.2022;19.01.2022;20.01.2022;21.01.2022;24.01.2022;25.01.2022;26.01.2022;27.01.2022;28.01.2022;31.01.2022;01.02.2022;02.02.2022;03.02.2022;04.02.2022;07.02.2022;08.02.2022;09.02.2022;10.02.2022;11.02.2022;14.02.2022;15.02.2022;16.02.2022;17.02.2022;18.02.2022;21.02.2022;22.02.2022;23.02.2022;24.02.2022;25.02.2022;28.02.2022;01.03.2022;02.03.2022;03.03.2022;04.03.2022;07.03.2022;08.03.2022;09.03.2022;10.03.2022;11.03.2022;14.03.2022;15.03.2022;16.03.2022;17.03.2022;18.03.2022;21.03.2022;22.03.2022;23.03.2022;24.03.2022;25.03.2022;28.03.2022;29.03.2022;30.03.2022;31.03.2022;01.04.2022;04.04.2022;05.04.2022;06.04.2022;07.04.2022;08.04.2022;11.04.2022;12.04.2022;13.04.2022;14.04.2022;18.04.2022;19.04.2022;20.04.2022;21.04.2022;22.04.2022;25.04.2022;26.04.2022;27.04.2022;28.04.2022;29.04.2022;02.05.2022;03.05.2022;04.05.2022;05.05.2022;06.05.2022;09.05.2022;10.05.2022;11.05.2022;12.05.2022;13.05.2022;16.05.2022;17.05.2022;18.05.2022;19.05.2022;20.05.2022;23.05.2022;24.05.2022;25.05.2022;26.05.2022;27.05.2022;30.05.2022;31.05.2022;01.06.2022;02.06.2022;03.06.2022;06.06.2022;07.06.2022;08.06.2022;09.06.2022;10.06.2022;13.06.2022;14.06.2022;15.06.2022;16.06.2022;17.06.2022;20.06.2022;21.06.2022;22.06.2022;23.06.2022;24.06.2022;27.06.2022;28.06.2022;29.06.2022;30.06.2022;01.07.2022;04.07.2022;05.07.2022;06.07.2022;07.07.2022;08.07.2022;11.07.2022;12.07.2022;13.07.2022;14.07.2022;15.07.2022;18.07.2022;19.07.2022;20.07.2022;21.07.2022;22.07.2022;25.07.2022;26.07.2022;27.07.2022;28.07.2022;29.07.2022;01.08.2022;02.08.2022;03.08.2022;04.08.2022;05.08.2022;08.08.2022;09.08.2022;10.08.2022;11.08.2022;12.08.2022;15.08.2022;16.08.2022;17.08.2022;18.08.2022;19.08.2022;22.08.2022;23.08.2022;24.08.2022;25.08.2022;26.08.2022;29.08.2022;30.08.2022;31.08.2022;01.09.2022;02.09.2022;05.09.2022;06.09.2022;07.09.2022;08.09.2022;09.09.2022;12.09.2022;13.09.2022;14.09.2022;15.09.2022;16.09.2022;19.09.2022;20.09.2022;21.09.2022;22.09.2022;23.09.2022;26.09.2022;27.09.2022;28.09.2022;29.09.2022;30.09.2022;03.10.2022;04.10.2022;05.10.2022;06.10.2022;07.10.2022;10.10.2022;11.10.2022;12.10.2022;13.10.2022;14.10.2022;17.10.2022;18.10.2022;19.10.2022;20.10.2022;21.10.2022;24.10.2022;25.10.2022;26.10.2022;27.10.2022;28.10.2022;31.10.2022;01.11.2022;02.11.2022;03.11.2022;04.11.2022;07.11.2022;08.11.2022;09.11.2022;10.11.2022;11.11.2022;14.11.2022;15.11.2022;16.11.2022;17.11.2022;18.11.2022;21.11.2022;22.11.2022;23.11.2022;24.11.2022;25.11.2022;28.11.2022;29.11.2022;30.11.2022;01.12.2022;02.12.2022;05.12.2022;06.12.2022;07.12.2022;08.12.2022;09.12.2022;12.12.2022;13.12.2022;14.12.2022;15.12.2022;16.12.2022;19.12.2022;20.12.2022;21.12.2022;22.12.2022;23.12.2022;27.12.2022;28.12.2022;29.12.2022;30.12.2022;03.01.2023;04.01.2023;05.01.2023;06.01.2023;09.01.2023;10.01.2023;11.01.2023;12.01.2023;13.01.2023;16.01.2023;17.01.2023;18.01.2023;19.01.2023;20.01.2023;23.01.2023;24.01.2023;25.01.2023;26.01.2023;27.01.2023;30.01.2023;31.01.2023;01.02.2023;02.02.2023;03.02.2023;06.02.2023;07.02.2023;08.02.2023;09.02.2023;10.02.2023;13.02.2023;14.02.2023;15.02.2023;16.02.2023;17.02.2023;20.02.2023;21.02.2023;22.02.2023;23.02.2023;24.02.2023;27.02.2023;28.02.2023;01.03.2023;02.03.2023;03.03.2023;06.03.2023;07.03.2023;08.03.2023;09.03.2023;10.03.2023;13.03.2023;14.03.2023;15.03.2023;16.03.2023;17.03.2023;03.04.2023;04.04.2023;05.04.2023;06.04.2023;10.04.2023;11.04.2023;12.04.2023;13.04.2023;14.04.2023;17.04.2023;18.04.2023;19.04.2023;20.04.2023;21.04.2023;24.04.2023;25.04.2023;26.04.2023;27.04.2023;28.04.2023;01.05.2023;02.05.2023;03.05.2023;04.05.2023;05.05.2023;08.05.2023;09.05.2023;10.05.2023;11.05.2023;12.05.2023;15.05.2023;16.05.2023;17.05.2023
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;18;2;0.66;9.31; 28_0;10;0.08;17;4.7;831; 9.8*66 =;651;1;239206546;10;2;0;12;0;0;4;0;0;1;15;4;1;20;1;1;-3;4;5;-3;1;3;2;0;0;0;8;8;2; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-4;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-1600;8;-0.27;0.13; 1754_1549;12443;-1.93;319;-6;-5; 0.5*45 =;21;1;154252944;10;2;0;9;0;0;4;0;0;2;15;4;2;20;1;1;-1;4;3;0;1;1;0;3;0;0;8;8;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-187;-576;-623;-536;-427;-478;-650;-814;-867;-972;-1161;-1161;-1161;-1161;-1206;-1235;-1394;-1438;-1419;-1279;-1323;-1354;-1291;-1216;-1418;-1453;-1278;-1258;-1297;-1257;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1451;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1315;-1319;-1328;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1219;-1254;-1209;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1008;-1110;-1106;-1077;-1029;-1160;-1231;-1263;-1283;-1447;-1506;-1586;-1586;-1586;-1586;-1586;-1586;-1586;-1669;-1695;-1695;-1695;-1695;-1711;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1425;-1366;-1210;-1279;-1387;-1305;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506;-1506
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-608;8;0.03;0.47; 996_995;3846;-0.73;223;-3.3;1; 0.8*45 =;36;1;241397027;10;2;0;9;0;0;4;0;1;0;15;4;1;20;1;1;-1;4;3;0;1;1;0;3;0;0;8;8;3; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-33;171;282;282;282;282;282;282;282;282;282;282;282;282;238;208;49;6;24;165;120;89;153;227;26;-9;36;57;18;58;-136;-136;-136;-136;-136;-136;-136;-136;-136;-136;-136;-136;-136;-136;-136;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-2;-11;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;70;115;316;316;316;316;316;316;316;316;316;316;316;316;316;316;316;316;316;316;316;236;239;268;317;186;114;83;62;-100;-160;-255;-255;-255;-255;-255;-255;-255;-339;-364;-364;-446;-454;-381;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-163;-271;-188;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394;-394
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-709;5;-0.02;0.09; 1066_1066;3069;-1.34;202;-6.6;-2; 0.6*42 =;25;1;120698514;10;2;0;9;0;0;4;1;0;0;15;4;1;20;1;1;-1;4;3;0;1;1;0;3;0;0;8;8;2; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;-128;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;5;-4;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;77;122;323;323;323;323;323;323;323;323;323;323;323;323;323;323;323;323;323;323;323;243;247;275;324;193;121;90;70;-93;-152;-177;-177;-177;-177;-177;-177;-177;-260;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-286;-353;-461;-379;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584;-584
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-2022;11;-0.17;0.06; 2256_2256;11078;-1.92;182;-10.5;-3; 0.9*21 =;18;1;119150738;10;2;0;9;0;0;4;0;0;2;15;4;1;20;1;1;-4;4;4;0;0;1;0;4;0;0;8;8;2; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-339;-484;-484;-484;-484;-484;-484;-484;-484;-484;-484;-552;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-643;-728;-544;-490;-295;-147;-147;-147;-147;-147;-147;-147;-147;-299;-343;-324;-184;-228;-259;-196;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-124;-235;-102;-323;-313;-257;-344;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-437;-514;-514;-514;-514;-514;-514;-514;-514;-514;-514;-514;-514;-514;-554;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-734;-795;-843;-874;-932;-942;-954;-915;-1039;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1201;-1266;-1297;-1317;-1481;-1540;-1630;-1630;-1630;-1630;-1630;-1630;-1630;-1684;-1709;-1709;-1709;-1709;-1709;-1709;-1709;-1868;-1908;-1908;-1908;-1908;-1908;-1908;-1908;-1908;-1908;-1908;-1911;-1795;-1795;-1795;-1897;-1814;-2020;-2020;-2020;-2020;-2020;-2020;-2020;-2020;-2020;-2020;-2020;-2020;-2186;-2186;-2186;-2186;-2186;-2186;-2186;-2186
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-722;7;-0.41;0.24; 855_652;3171;-1.06;257;-4.1;-16; 0.6*55 =;33;1;120699026;10;2;0;9;0;0;4;0;1;2;15;4;1;20;1;1;-1;4;3;0;1;1;0;4;0;0;8;8;2; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-44;-73;-232;-276;-257;-117;-161;-192;-129;-55;-256;-291;-116;-96;-135;-95;-289;-289;-289;-289;-289;-289;-289;-289;-289;-289;-289;-289;-289;-289;-289;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-155;-165;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-83;-38;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;82;86;114;163;32;-39;-70;-91;-254;-313;-409;-409;-409;-409;-409;-409;-409;-492;-518;-518;-518;-518;-534;-248;-248;-248;-248;-248;-248;-248;-248;-248;-248;-248;-248;-248;-248;-190;-33;-100;-208;-126;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332;-332
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-918;23;-0.21;0.23; 1012_936;5088;-0.41;52;-7.8;-2; 2.2*16 =;37;1;1808760912;10;2;0;2;3;0;4;0;1;1;15;3;0;40;1;1;-4;2;-4;0;0;0;0;-1;0;0;2;8;0; ; ;0;0;0;0;0;0;0;0;0;0;-29;-29;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-169;-206;-99;29;-52;-135;-135;-135;-223;-223;-223;-223;-223;-223;-223;-223;-223;-311;-311;-311;-311;-311;-311;-311;-311;-384;-384;-384;-384;-449;-449;-449;-449;-449;-481;-481;-481;-481;-481;-481;-481;-481;-506;-492;-556;-556;-556;-556;-556;-556;-556;-556;-556;-556;-556;-556;-556;-556;-556;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-628;-650;-678;-678;-678;-678;-678;-678;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-707;-733;-516;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-594;-670;-670;-670;-670;-670;-670;-707;-707;-707;-707;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-745;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-788;-861;-861;-861;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-933;-953;-826;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-754;-797;-797;-797;-797;-797;-797;-797;-877;-877;-877;-877;-877;-877;-877;-877;-877
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-713;23;-0.26;0.3; 777_679;3922;-0.32;52;-6.1;-2; 2.8*16 =;47;1;677412707;10;2;0;2;3;0;4;0;1;1;15;3;0;40;1;1;-5;2;-4;0;0;0;0;-1;0;0;2;8;3; ; ;0;0;0;0;0;0;0;0;0;0;-21;-21;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;24;24;24;24;24;24;24;24;24;24;24;24;24;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-153;-46;82;10;-61;-61;-61;-134;-134;-134;-134;-134;-134;-134;-134;-134;-211;-211;-211;-211;-211;-211;-211;-211;-276;-276;-276;-276;-332;-332;-332;-332;-332;-355;-355;-355;-355;-355;-355;-355;-355;-371;-356;-411;-411;-411;-411;-411;-411;-411;-411;-411;-411;-411;-411;-411;-411;-411;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-474;-497;-524;-524;-524;-524;-524;-524;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-545;-553;-337;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-405;-471;-471;-471;-471;-471;-471;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-498;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-523;-587;-587;-587;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-682;-694;-566;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-494;-526;-526;-526;-526;-526;-526;-526;-596;-596;-596;-596;-596;-596;-596;-596;-596
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-358;11;-0.08;0.4; 447_426;2455;-0.32;70;-4.5;-1; 2.5*20 =;51;1;944070915;10;2;0;3;1;0;3;0;1;2;15;2;2;40;1;1;-5;4;5;0;3;0;0;0;0;0;7;8;3; ; ;0;0;0;0;0;0;0;0;0;0;-22;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;78;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;87;87;87;87;87;74;74;25;-11;-11;-11;-11;-11;-11;-11;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-188;-264;-264;-264;-264;-264;-264;-264;-264;-264;-264;-264;-264;-264;-264;-264;-264;-290;-290;-290;-290;-290;-290;-290;-290;-290;-305;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-157;-196;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-46;-46;-46;-51;-152;-152;-152;-152;-152;-152;-152;-152;-152;-152;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-222;-285;-285;-285;-285;-285;-285;-285;-285;-285;-285;-285;-285;-285;-285;-285;-285
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-62;4;-0.75;0; 82_11;350;-0.16;84;-1.9;-47; 6.5*40 =;261;1;2112916801;10;2;0;2;6;0;4;2;0;0;15;3;3;40;1;1;3;4;-5;0;2;0;0;2;0;2;1;7;3; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7;113;173;173;173;173;173;173;173;173;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273
